,item,item_name,era,style,gender,season,tpo,fit,brightness,temperature,weight,nice_nice,nice_no,urban_no,urban_urban,trendy_no,trendy_trendy,sophisticated_no,sophisticated_sophisticated,clean_clean,clean_no,magnificent_magnificent,magnificent_no,unique_no,unique_unique,easy_easy,easy_no,open_no,open_open mined,practical_no,practical_practical,activity_activity,activity_no,comfortable_comfortable,comfortable_no,bubbly_bubbly,bubbly_no,feminine_feminine,feminine_no,manly_manly,manly_no,soft_no,soft_soft
6546,6546,W_07915_90_kitsch_W.jpg,1990,kitsch,W,spring fall,attendance daily event,appropriate loose,bright,warm,heavy light,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
6547,6547,W_07916_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance daily event,appropriate loose,dark,cold warm,heavy light,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
6548,6548,W_07917_70_hippie_W.jpg,1970,hippie,W,spring fall winter,daily,appropriate loose tight,bright,warm,heavy light,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
6549,6549,W_07918_50_classic_W.jpg,1950,classic,W,spring fall,attendance date,appropriate loose,bright dark,warm,heavy light,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0
6550,6550,W_07919_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,event social gathering,appropriate loose,dark,cold,heavy light,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
6551,6551,W_07920_80_powersuit_W.jpg,1980,powersuit,W,spring fall,date social gathering,appropriate loose tight,dark,cold warm,heavy,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
6552,6552,W_07921_60_minimal_W.jpg,1960,minimal,W,spring fall,attendance event,appropriate loose,dark,cold,heavy,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0
6553,6553,W_07922_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance event,appropriate loose,bright,warm,heavy light,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
6554,6554,W_07923_80_powersuit_W.jpg,1980,powersuit,W,spring fall summer,attendance event,appropriate,bright,warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
6555,6555,W_07924_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily,appropriate,dark,cold warm,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
6556,6556,W_07926_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily,appropriate,bright dark,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1
6557,6557,W_07927_00_oriental_W.jpg,2000,oriental,W,spring fall winter,event social gathering,appropriate,dark,cold warm,heavy,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
6558,6558,W_07928_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance daily,appropriate loose,dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0
6559,6559,W_07929_70_military_W.jpg,1970,military,W,spring fall,daily,appropriate,dark,warm,light,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
6560,6560,W_07930_50_feminine_W.jpg,1950,feminine,W,spring fall,event,appropriate,dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0
6561,6561,W_07931_70_military_W.jpg,1970,military,W,spring fall,daily date etc,appropriate,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
6562,6562,W_07932_50_classic_W.jpg,1950,classic,W,spring fall,event,appropriate,dark,warm,heavy,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6563,6563,W_07933_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance event social gathering,appropriate loose,bright dark,cold warm,heavy,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0
6564,6564,W_07934_19_genderless_W.jpg,2019,genderless,W,spring fall,attendance,tight,bright,cold,light,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6565,6565,W_07935_70_hippie_W.jpg,1970,hippie,W,spring fall winter,daily,appropriate,bright dark,warm,heavy light,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0
6566,6566,W_07936_50_feminine_W.jpg,1950,feminine,W,spring fall,event,appropriate,dark,warm,heavy,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6567,6567,W_07937_70_military_W.jpg,1970,military,W,spring fall,attendance date,appropriate loose,bright,warm,light,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
6568,6568,W_07938_70_disco_W.jpg,1970,disco,W,spring fall,date,loose,bright,warm,light,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6569,6569,W_07939_50_feminine_W.jpg,1950,feminine,W,summer,date,tight,bright,warm,light,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
6570,6570,W_07940_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate loose,dark,warm,heavy,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
6571,6571,W_07941_19_normcore_W.jpg,2019,normcore,W,winter,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
6572,6572,W_07942_50_feminine_W.jpg,1950,feminine,W,summer,date,appropriate,dark,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
6573,6573,W_07943_90_kitsch_W.jpg,1990,kitsch,W,summer,date,appropriate,bright,cold warm,light,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0
6574,6574,W_07944_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance,appropriate tight,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0
6575,6575,W_07947_19_normcore_W.jpg,2019,normcore,W,spring fall,daily event,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0
6576,6576,W_07948_50_classic_W.jpg,1950,classic,W,spring fall,attendance event,appropriate loose,dark,cold,heavy,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
6577,6577,W_07949_19_genderless_W.jpg,2019,genderless,W,spring fall winter,attendance event,loose,dark,cold warm,heavy,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0
6578,6578,W_07950_70_military_W.jpg,1970,military,W,spring fall,attendance event,appropriate loose,dark,cold warm,heavy,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0
6579,6579,W_07951_19_genderless_W.jpg,2019,genderless,W,spring fall winter,daily,appropriate loose,dark,cold,heavy light,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1
6580,6580,W_07952_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance event,appropriate loose,bright,cold warm,light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1
6581,6581,W_07953_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance date,appropriate loose,bright dark,warm,light,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1
6582,6582,W_07954_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance daily date,appropriate loose,bright,cold warm,light,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
6583,6583,W_07955_50_classic_W.jpg,1950,classic,W,spring fall,attendance,loose,dark,cold,heavy,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6584,6584,W_07956_10_athleisure_W.jpg,2010,athleisure,W,spring fall winter,attendance daily date,appropriate loose,bright dark,cold warm,light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
6585,6585,W_07957_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance date,appropriate tight,bright dark,cold,light,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0
6586,6586,W_07958_00_ecology_W.jpg,2000,ecology,W,spring fall,daily,loose,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
6587,6587,W_07959_70_military_W.jpg,1970,military,W,winter,date,appropriate,dark,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
6588,6588,W_07962_80_powersuit_W.jpg,1980,powersuit,W,spring fall,event social gathering,appropriate loose,bright,warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
6589,6589,W_07963_60_minimal_W.jpg,1960,minimal,W,spring fall,attendance,appropriate loose,dark,cold warm,heavy light,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0
6590,6590,W_07964_70_military_W.jpg,1970,military,W,spring fall,attendance daily date,appropriate tight,dark,cold warm,heavy,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0
6591,6591,W_07965_50_classic_W.jpg,1950,classic,W,spring fall,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
6592,6592,W_07966_50_feminine_W.jpg,1950,feminine,W,spring fall winter,attendance daily,appropriate,bright dark,warm,heavy light,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
6593,6593,W_07967_50_classic_W.jpg,1950,classic,W,spring fall,attendance date,appropriate,bright,warm,light,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0
6594,6594,W_07968_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance,appropriate loose,bright dark,cold warm,heavy,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
6595,6595,W_07969_70_punk_W.jpg,1970,punk,W,spring fall,daily,loose,bright,warm,light,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
6596,6596,W_07970_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,daily social gathering,appropriate loose,dark,cold,heavy light,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0
6597,6597,W_07971_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance,appropriate,bright,warm,heavy light,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
6598,6598,W_07972_80_powersuit_W.jpg,1980,powersuit,W,spring fall summer,social gathering social trip vacation,loose,bright dark,cold warm,heavy light,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6599,6599,W_07973_00_ecology_W.jpg,2000,ecology,W,spring fall winter,attendance daily,appropriate loose,bright,warm,heavy light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
6600,6600,W_07974_80_powersuit_W.jpg,1980,powersuit,W,spring fall,event social gathering,appropriate loose,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
6601,6601,W_07975_80_powersuit_W.jpg,1980,powersuit,W,spring fall,attendance daily date event,appropriate loose,bright,cold warm,heavy light,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
6602,6602,W_07976_00_oriental_W.jpg,2000,oriental,W,spring fall winter,daily social trip vacation,appropriate loose,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0
6603,6603,W_07977_60_space_W.jpg,1960,space,W,spring fall,daily date social gathering,loose,bright,cold warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
6604,6604,W_07978_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance daily,loose,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
6605,6605,W_07979_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance daily event,appropriate loose,dark,cold warm,heavy light,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0
6606,6606,W_07980_90_kitsch_W.jpg,1990,kitsch,W,spring fall,daily date,appropriate,bright,warm,light,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
6607,6607,W_07981_70_military_W.jpg,1970,military,W,spring fall,daily social gathering,appropriate loose,bright dark,cold warm,heavy light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
6608,6608,W_07982_70_military_W.jpg,1970,military,W,spring fall winter,attendance date,appropriate,bright dark,warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0
6609,6609,W_07983_70_military_W.jpg,1970,military,W,spring fall,attendance daily,appropriate loose,bright,cold warm,light,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0
6610,6610,W_07984_19_genderless_W.jpg,2019,genderless,W,winter,daily social gathering,loose tight,dark,cold,heavy,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6611,6611,W_07985_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate,dark,cold,heavy light,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
6612,6612,W_07986_90_lingerie_W.jpg,1990,lingerie,W,spring fall,attendance daily event,appropriate loose,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
6613,6613,W_07987_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,appropriate,dark,cold warm,heavy light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1
6614,6614,W_07988_19_normcore_W.jpg,2019,normcore,W,winter,daily,appropriate,bright dark,warm,heavy,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
6615,6615,W_07989_60_popart_W.jpg,1960,popart,W,spring fall winter,daily social trip vacation,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
6616,6616,W_07990_50_classic_W.jpg,1950,classic,W,spring fall,date,appropriate,bright,warm,light,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6617,6617,W_07991_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily,appropriate tight,bright dark,warm,heavy light,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0
6618,6618,W_07992_50_classic_W.jpg,1950,classic,W,winter,daily date social gathering,appropriate,dark,cold,heavy light,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
6619,6619,W_07993_60_minimal_W.jpg,1960,minimal,W,spring fall winter,attendance event,appropriate tight,dark,cold warm,heavy,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0
6620,6620,W_07994_60_popart_W.jpg,1960,popart,W,spring fall,daily date social trip vacation,appropriate loose,bright,warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
6621,6621,W_07995_80_powersuit_W.jpg,1980,powersuit,W,spring fall winter,attendance daily date social gathering,appropriate loose,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
6622,6622,W_07996_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance daily,appropriate loose,bright dark,cold,light,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
6623,6623,W_07997_19_normcore_W.jpg,2019,normcore,W,spring fall,attendance daily,appropriate loose,bright,cold warm,heavy light,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
6624,6624,W_07998_00_oriental_W.jpg,2000,oriental,W,winter,daily social gathering,appropriate,bright dark,warm,light,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
6625,6625,W_07999_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate loose,bright,cold warm,heavy light,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
6626,6626,W_08000_70_disco_W.jpg,1970,disco,W,summer,daily social gathering,appropriate tight,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
6627,6627,W_08001_90_hiphop_W.jpg,1990,hiphop,W,spring fall,social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
6628,6628,W_08002_19_normcore_W.jpg,2019,normcore,W,spring fall,daily,loose,bright,warm,heavy light,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
6629,6629,W_08003_70_hippie_W.jpg,1970,hippie,W,spring fall,daily,tight,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6630,6630,W_08004_60_popart_W.jpg,1960,popart,W,spring fall summer,daily date,appropriate loose,bright,cold warm,light,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
6631,6631,W_08005_10_athleisure_W.jpg,2010,athleisure,W,summer,daily social trip vacation,appropriate tight,bright,warm,light,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
6632,6632,W_08006_70_punk_W.jpg,1970,punk,W,summer,social trip vacation,appropriate,bright,cold,light,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6633,6633,W_08007_10_sportivecasual_W.jpg,2010,sportivecasual,W,spring fall,daily leisure sports,appropriate loose,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
6634,6634,W_08008_90_hiphop_W.jpg,1990,hiphop,W,winter,leisure sports social trip vacation,loose,bright dark,warm,heavy light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
6635,6635,W_08009_90_hiphop_W.jpg,1990,hiphop,W,winter,social trip vacation,loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
6636,6636,W_08010_90_hiphop_W.jpg,1990,hiphop,W,spring fall winter,daily,appropriate loose,dark,cold warm,heavy light,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0
6637,6637,W_08011_90_hiphop_W.jpg,1990,hiphop,W,spring fall,daily,appropriate loose,bright,warm,light,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
6638,6638,W_08012_90_hiphop_W.jpg,1990,hiphop,W,spring fall winter,daily date,appropriate loose,bright,cold warm,light,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
6639,6639,W_08014_70_hippie_W.jpg,1970,hippie,W,summer,daily date,appropriate tight,bright,cold,light,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
6640,6640,W_08015_90_hiphop_W.jpg,1990,hiphop,W,summer,attendance daily,appropriate tight,bright dark,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
6641,6641,W_08016_19_normcore_W.jpg,2019,normcore,W,summer,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0
6642,6642,W_08017_70_punk_W.jpg,1970,punk,W,spring fall winter,date social gathering,appropriate tight,dark,cold,heavy,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6643,6643,W_08018_70_punk_W.jpg,1970,punk,W,spring fall,daily social gathering social trip vacation,appropriate tight,dark,cold,heavy light,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
6644,6644,W_08019_00_oriental_W.jpg,2000,oriental,W,spring fall,daily date,appropriate loose,bright dark,cold warm,light,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
6645,6645,W_08020_70_hippie_W.jpg,1970,hippie,W,spring fall summer,daily social gathering social trip vacation,appropriate loose,bright,cold warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
6646,6646,W_08021_90_hiphop_W.jpg,1990,hiphop,W,spring fall winter,daily,loose,bright,warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1
6647,6647,W_08022_19_normcore_W.jpg,2019,normcore,W,spring fall winter,daily social gathering,appropriate loose,dark,cold,heavy,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
6648,6648,W_08023_19_genderless_W.jpg,2019,genderless,W,winter,date etc,loose,dark,cold,heavy,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6649,6649,W_08024_19_normcore_W.jpg,2019,normcore,W,summer,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
6650,6650,W_08025_90_hiphop_W.jpg,1990,hiphop,W,spring fall,social trip vacation,appropriate,dark,warm,light,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
6651,6651,W_08026_19_normcore_W.jpg,2019,normcore,W,winter,daily,loose,bright,cold,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
6652,6652,W_08027_90_hiphop_W.jpg,1990,hiphop,W,spring fall,date,appropriate,bright,cold,light,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
6653,6653,W_08028_60_popart_W.jpg,1960,popart,W,winter,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6654,6654,W_08029_90_hiphop_W.jpg,1990,hiphop,W,spring fall,daily event,loose,bright dark,cold warm,heavy light,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0
6655,6655,W_08030_19_genderless_W.jpg,2019,genderless,W,spring fall winter,attendance daily,appropriate loose,dark,cold warm,light,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0
6656,6656,W_08032_19_normcore_W.jpg,2019,normcore,W,spring fall,daily social trip vacation,appropriate,bright,cold warm,light,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
